Row ID,Order ID,Order Date,Ship Date,Customer Name,Segment,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2522,US-2021-102153,2021-01-12,"January 18, 2021",Ravi Kumar,Home Office,East,Technology,Copiers,Canon imageCLASS Copier Pro,3987.86,3.0,0.0,660.18
2523,US-2024-101883,"August 31, 2024",09/04/2024,Yusuf Brown,Consumer,Central,Furniture,Tables,Bevis Table Value,369.04,1.0,0.1,57.78
2524,US-2022-101156,10/14/2022,18/10/2022,Laura Thomas,Corporate,West,Furniture,Tables,Bevis Table Classic,919.68,3.0,0.3,-45.63
2525,US-2022-103043,12-Dec-2022,2022-12-15,Omar Patel,Home Office,East,Furniture,Bookcases,Bush Classic Bookcase Pro,1125.72,3.0,0.0,301.88
2526,US-2022-100666,2022-05-24,"May 30, 2022",Olivia Chen,Consumer,East,Furniture,Bookcases,O'Sullivan Bookcase Deluxe,405.42,2.0,0.1,88.77
2527,US-2024-102749,2024-10-18,"October 21, 2024",Maria Martinez,Corporate,South,Office Supplies,Paper,Xerox Multipurpose Paper Value,59.92,5.0,0.1,34.02
2528,US-2021-103020,"August 18, 2021",08/22/2021,Maria Young,Corporate,Central,Office Supplies,Supplies,Elmer's Glue Pack Classic,84.27,3.0,0.0,48.8
2529,US-2021-101429,28/10/2021,30-Oct-2021,Chloe Garcia,Consumer,East,Technology,Phones,Apple iPhone Accessory Standard,483.04,2.0,0.1,98.26
2530,US-2022-100706,2022-06-30,"July 03, 2022",Nina Lee,Consumer,West,Office Supplies,Appliances,Avanti Refrigerator Classic,757.02,4.0,0.0,308.98
2531,US-2021-101200,31-Aug-2021,2021-09-04,Liam Garcia,Consumer,Central,Furniture,Chairs,Hon Task Chair Value,102.38,1.0,0.2,16.05
2532,US-2022-100112,"September 22, 2022",09/26/2022,Daniel King,Consumer,East,Office Supplies,Envelopes,Kraft Clasp Envelope Standard,20.46,1.0,0.0,12.78
2533,US-2024-100898,2024-11-17,"November 20, 2024",Maria Wright,Consumer,West,Office Supplies,Binders,Wilson Jones Binder Classic,71.04,4.0,0.0,43.22
2534,US-2022-100341,"January 29, 2022",01/30/2022,Daniel Walker,Consumer,South,Office Supplies,Art,Sharpie Marker Set Value,63.52,5.0,0.0,35.93
2535,US-2021-101274,"February 10, 2021",02/11/2021,Nina Lee,Home Office,West,Office Supplies,Binders,GBC Binding System Classic,64.74,6.0,0.0,39.35
2536,US-2022-100849,30/04/2022,07-May-2022,Hannah Walker,Corporate,Central,Furniture,Furnishings,Fellowes Wall Clock Pro,151.9,4.0,0.15,55.45
2537,US-2024-100459,06/22/2024,26/06/2024,Daniel Davis,Corporate,West,Office Supplies,Envelopes,Kraft Clasp Envelope Classic,7.66,1.0,0.4,2.92
2538,US-2021-101430,2021-01-26,"January 29, 2021",Kavya Clark,Consumer,East,Furniture,Chairs,Hon Task Chair Classic,957.38,4.0,0.2,133.69
2539,US-2022-101199,25/11/2022,30-Nov-2022,Kenji Brown,Home Office,South,Office Supplies,Envelopes,Kraft Clasp Envelope Deluxe,28.06,2.0,0.0,17.4
2540,US-2022-101100,07/02/2022,09/07/2022,Laura Garcia,Home Office,Central,Office Supplies,Supplies,Stanley Hole Punch Standard,51.48,2.0,0.0,27.16
2541,US-2022-100076,09/04/2022,07/09/2022,Nina Lee,Home Office,East,Office Supplies,Envelopes,Kraft Clasp Envelope Classic,46.38,5.0,0.0,29.3
2542,US-2023-100104,"October 05, 2023",10/07/2023,Wei King,Consumer,,Office Supplies,Storage,Fellowes File Cart Deluxe,210.18,2.0,0.1,76.35
2543,US-2023-103105,02/11/2023,18/02/2023,Emma Anderson,Home Office,West,Office Supplies,Appliances,Avanti Refrigerator Standard,144.51,1.0,0.3,26.53
2544,US-2022-102048,"February 13, 2022",02/18/2022,Kenji Chen,Corporate,South,Technology,Machines,Cubify 3D Printer Standard,4560.97,6.0,0.1,628.16
2545,US-2021-101918,"October 18, 2021",10/19/2021,Zoe Davis,Home Office,West,Office Supplies,Storage,Fellowes File Cart Pro,249.52,2.0,0.1,83.41
2546,US-2021-102623,2021-10-04,"October 08, 2021",Carlos Wright,Corporate,East,Office Supplies,Binders,Acco Binder Classic,27.97,2.0,0.4,9.96
2547,US-2022-102203,"May 15, 2022",05/19/2022,Grace Chen,Consumer,East,Office Supplies,Fasteners,ACCO Fasteners Classic,22.32,3.0,0.0,15.76
2548,US-2023-102989,26-May-2023,2023-05-30,Chloe Patel,Corporate,Central,Office Supplies,Envelopes,Kraft Clasp Envelope Pro,7.36,1.0,0.2,3.85
2549,US-2023-101245,"September 20, 2023",09/21/2023,Ethan Chen,Consumer,West,Office Supplies,Appliances,Avanti Refrigerator Deluxe,73.84,1.0,,28.38
2550,US-2023-100390,"September 20, 2023",09/23/2023,Liam Brown,Consumer,South,Office Supplies,Art,Prismacolor Pencils Value,33.07,3.0,0.3,13.46
2551,US-2023-101130,09/29/2023,05/10/2023,James Patel,Consumer,Central,Furniture,Tables,Bretford Conference Table Standard,1065.75,3.0,0.0,233.93
2552,US-2021-102495,04-May-2021,2021-05-06,Daniel Garcia,Corporate,Central,Office Supplies,Labels,Avery Label Set Deluxe,35.5,5.0,0.1,21.77
2553,US-2024-101330,01/04/2024,09/01/2024,Omar Walker,Consumer,West,Furniture,Bookcases,Sauder Bookcase Value,260.28,6.0,0.8,-642.88
2554,US-2021-103188,02/25/2021,27/02/2021,Ethan Brown,Home Office,East,Office Supplies,Storage,IRIS Storage Box Classic,209.94,2.0,0.2,55.49
2555,US-2022-101420,24/10/2022,26-Oct-2022,Liam Kumar,Home Office,East,Furniture,Furnishings,Tenex Chairmat Pro,79.07,1.0,0.0,33.63
2556,US-2021-102375,"May 05, 2021",05/08/2021,Arjun Johnson,Home Office,East,Furniture,Bookcases,Bush Classic Bookcase Pro,717.09,3.0,0.0,186.63
2557,US-2023-100199,12-Jul-2023,2023-07-17,Ananya Thomas,Corporate,South,Furniture,Bookcases,O'Sullivan Bookcase Deluxe,327.1,1.0,0.0,95.46
2558,US-2024-103046,21-Jan-2024,2024-01-25,Daniel Clark,Home Office,South,Office Supplies,Labels,Avery Label Set Pro,36.33,5.0,0.3,19.31
2559,US-2021-101515,16-May-2021,2021-05-19,Ravi Anderson,Corporate,East,Office Supplies,Paper,Boise Copy Paper Deluxe,10.82,1.0,0.1,6.43
2560,US-2024-100432,29-Dec-2024,2024-12-30,Kavya Chen,Consumer,South,Office Supplies,Fasteners,Bostitch Staples Value,10.69,4.0,0.7,0.86
2561,US-2024-102673,15/02/2024,22-Feb-2024,Kenji Brown,Consumer,West,Technology,Machines,Cubify 3D Printer Standard,417.68,2.0,0.7,-673.56
2562,US-2022-100583,04/07/2022,14/04/2022,Kenji Martinez,Consumer,South,Office Supplies,Supplies,Stanley Hole Punch Deluxe,177.95,6.0,0.0,98.2
2563,US-2023-101541,12/26/2023,30/12/2023,Ananya Wilson,Consumer,West,Office Supplies,Paper,Boise Copy Paper Classic,3.1,1.0,0.7,-0.55
2564,US-2023-102275,2023-05-31,"June 04, 2023",Maria Chen,Home Office,West,Office Supplies,Art,Newell Scissors Value,42.17,4.0,0.2,20.13
2565,US-2023-101151,"July 15, 2023",07/17/2023,Maria Smith,Home Office,Central,Furniture,Furnishings,Fellowes Wall Clock Pro,59.77,1.0,0.0,26.5
2566,US-2024-101982,08/10/2024,17/08/2024,Noah Anderson,Home Office,East,Technology,Phones,Samsung Galaxy Dock Standard,249.47,3.0,0.7,-352.91
2567,US-2024-103234,06/20/2024,23/06/2024,Laura Davis,Consumer,East,Office Supplies,Storage,Fellowes File Cart Classic,72.85,1.0,0.0,31.46
2568,US-2023-100774,19/08/2023,21-Aug-2023,Hannah Martinez,Corporate,East,Office Supplies,Fasteners,ACCO Fasteners Deluxe,1.33,1.0,0.8,-0.64
2569,US-2023-102287,09/03/2023,15-Mar-2023,Omar Clark,Consumer,West,Office Supplies,Appliances,Avanti Refrigerator Classic,260.69,2.0,0.0,101.86
2570,US-2023-103095,"November 19, 2023",11/22/2023,Yusuf Clark,Consumer,South,Furniture,Chairs,Hon Task Chair Classic,330.84,2.0,0.2,44.35
2571,US-2023-100392,2023-09-28,"October 03, 2023",Sofia Chen,Consumer,East,Office Supplies,Storage,Fellowes File Cart Pro,151.56,2.0,0.1,50.39
2572,US-2023-101063,2023-07-17,"July 21, 2023",Mateo King,Home Office,Central,Technology,Accessories,SanDisk USB Drive Standard,50.13,1.0,0.1,21.85
2573,US-2023-102959,2023-06-08,"June 11, 2023",Mia Anderson,Corporate,East,Furniture,Chairs,Hon Task Chair Value,171.77,1.0,0.0,56.14
2574,US-2021-102208,04/09/2021,13/04/2021,Nina Davis,Corporate,Central,Furniture,Bookcases,O'Sullivan Bookcase Value,192.31,1.0,0.2,17.48
2575,US-2023-102683,"May 15, 2023",05/19/2023,Arjun Chen,Consumer,South,Office Supplies,Appliances,Hoover Vacuum Classic,742.97,4.0,0.0,279.71
2576,US-2023-102410,2023-12-19,"December 26, 2023",Liam Clark,Corporate,Central,Office Supplies,Appliances,Avanti Refrigerator Pro,190.09,2.0,0.4,-1.98
2577,US-2022-102336,29-Mar-2022,2022-04-02,Carlos Brown,Consumer,East,Office Supplies,Paper,HP Premium Paper Standard,36.15,2.0,0.0,21.7
2578,US-2021-103247,05/09/2021,12/05/2021,Chloe Davis,Home Office,West,Furniture,Tables,Chromcraft Round Table Standard,1859.17,5.0,0.1,351.87
2579,US-2023-102055,12/23/2023,25/12/2023,James Wilson,Corporate,Central,Furniture,Tables,Bretford Conference Table Standard,531.32,1.0,0.0,130.94
2580,US-2023-103150,2023-12-18,"December 19, 2023",Lucas Wilson,Consumer,Central,Office Supplies,Art,Prismacolor Pencils Standard,41.77,3.0,0.0,24.82
2581,US-2023-100649,2023-04-01,"April 05, 2023",Omar Thomas,Corporate,South,Furniture,Bookcases,Sauder Bookcase Classic,504.58,2.0,0.15,82.0
2582,US-2022-103180,11/07/2022,08/11/2022,Emma Anderson,Home Office,East,Office Supplies,Supplies,Stanley Hole Punch Standard,41.06,2.0,0.2,18.65
2583,US-2021-102693,28/06/2021,01-Jul-2021,Liam Clark,Corporate,East,Office Supplies,Labels,Sharpie Label Tape Value,21.46,,0.15,12.72
2584,US-2022-100764,"September 17, 2022",09/22/2022,Mateo Nair,Corporate,West,Technology,Copiers,Canon imageCLASS Copier Standard,2691.15,2.0,0.0,561.43
2585,US-2021-102350,"November 19, 2021",11/25/2021,Zoe Wright,Consumer,West,Office Supplies,Supplies,Stanley Hole Punch Classic,132.22,5.0,0.0,73.14
2586,US-2024-100966,11/03/2024,05/11/2024,Omar Anderson,Consumer,West,Office Supplies,Envelopes,Kraft Clasp Envelope Standard,87.76,6.0,0.1,52.94
2587,US-2023-101533,01/15/2023,18/01/2023,Ravi Rodriguez,Consumer,South,Office Supplies,Supplies,Stanley Hole Punch Classic,14.35,1.0,0.15,6.46
2588,US-2022-102307,"January 20, 2022",01/25/2022,Priya Young,Consumer,South,Technology,Machines,Cubify 3D Printer Classic,1720.49,2.0,0.2,64.14
2589,US-2023-102629,23/12/2023,26-Dec-2023,Kavya Wilson,Consumer,East,Office Supplies,Binders,Acco Binder Pro,11.51,1.0,0.4,4.14
2590,US-2024-100039,03-Oct-2024,2024-10-09,Hannah Thomas,Home Office,South,Office Supplies,Paper,HP Premium Paper Classic,44.24,4.0,0.0,27.35
2591,US-2024-101962,"October 28, 2024",11/02/2024,Chloe Chen,Consumer,South,Office Supplies,Envelopes,Kraft Clasp Envelope Standard,35.9,4.0,0.15,18.95
2592,US-2023-102569,23-May-2023,2023-05-27,Hannah Clark,Home Office,West,Office Supplies,Envelopes,Kraft Clasp Envelope Standard,5.26,1.0,,2.76
2593,US-2021-101358,12/12/2021,19-Dec-2021,Yusuf Walker,Home Office,Central,Furniture,Tables,Bretford Conference Table Value,384.4,2.0,0.6,-355.42
2594,US-2021-102342,19-Jul-2021,2021-07-24,Grace King,Corporate,West,Office Supplies,Storage,IRIS Storage Box Pro,505.23,6.0,0.1,177.71
2595,US-2021-102675,12/26/2021,02/01/2022,Laura Smith,Consumer,Central,Furniture,Bookcases,Sauder Bookcase Value,99.03,1.0,0.1,18.65
2596,US-2021-100486,2021-01-08,"January 15, 2021",Isabella Chen,Consumer,Central,Office Supplies,Fasteners,ACCO Fasteners Standard,41.58,6.0,0.1,27.91
2597,US-2024-100734,02/01/2024,05/02/2024,Ravi Walker,Consumer,East,Furniture,Tables,Bevis Table Deluxe,885.66,3.0,0.2,89.5
2598,US-2024-102288,06/25/2024,01/07/2024,Grace Nair,Consumer,Central,Office Supplies,Appliances,Avanti Refrigerator Deluxe,996.29,4.0,0.0,409.58
2599,US-2023-102824,"November 14, 2023",11/20/2023,Sofia Lee,Home Office,Central,Office Supplies,Fasteners,ACCO Fasteners Value,6.8,1.0,0.1,4.39
2600,US-2021-101414,19-Feb-2021,2021-02-23,Emma Clark,Consumer,East,Technology,Phones,Samsung Galaxy Dock Deluxe,283.42,1.0,0.4,-40.37
2601,US-2021-102108,08/19/2021,26/08/2021,Maria Lee,Consumer,Central,Office Supplies,Paper,Boise Copy Paper Pro,30.18,3.0,0.2,17.17
2602,US-2023-102094,15/10/2023,18-Oct-2023,Wei Chen,Corporate,East,Office Supplies,Binders,Acco Binder Standard,14.56,1.0,0.3,5.82
2603,US-2024-101505,21-Dec-2024,2024-12-24,Mia Anderson,Corporate,South,Furniture,Furnishings,Fellowes Wall Clock Classic,34.18,1.0,0.2,11.48
2604,US-2024-103013,15-May-2024,2024-05-17,Sofia Clark,Consumer,Central,Furniture,Tables,Bretford Conference Table Classic,590.62,4.0,0.6,-530.59
2605,US-2021-102882,26-Feb-2021,2021-03-02,Liam Martinez,Corporate,West,Furniture,Furnishings,Eldon Desk Lamp Pro,347.81,5.0,0.0,154.69
2606,US-2022-102510,2022-03-24,"March 28, 2022",Omar Kumar,Consumer,East,Office Supplies,Paper,Xerox Multipurpose Paper Deluxe,11.66,1.0,0.3,6.42
2607,US-2021-100683,"February 10, 2021",02/14/2021,Isabella Patel,Corporate,East,Office Supplies,Supplies,Stanley Hole Punch Pro,170.09,6.0,0.15,80.32
2608,US-2024-100228,17-Aug-2024,2024-08-22,Noah Anderson,Corporate,Central,Furniture,Tables,Bretford Conference Table Pro,1805.03,6.0,0.3,-105.59
2609,US-2022-102812,2022-10-29,"November 01, 2022",Grace Walker,Consumer,South,Technology,Machines,Lexmark Printer Deluxe,1756.17,2.0,0.0,366.94
2610,US-2021-102903,06-Apr-2021,2021-04-11,Liam Young,Consumer,Central,Office Supplies,Envelopes,Kraft Clasp Envelope Standard,30.98,3.0,0.2,16.36
2611,US-2024-102608,03/08/2024,07-Aug-2024,,Consumer,East,Furniture,Bookcases,Sauder Bookcase Deluxe,183.38,1.0,0.0,48.35
2612,US-2022-100835,"November 29, 2022",12/05/2022,Noah King,Corporate,West,Office Supplies,Art,Sharpie Marker Set Value,16.65,1.0,0.0,10.15
2613,US-2024-100986,10/09/2024,15-Sep-2024,Yusuf Chen,Corporate,West,Office Supplies,Art,Prismacolor Pencils Value,12.4,1.0,0.0,7.17
2614,US-2024-101330,2024-01-04,"January 09, 2024",Omar Walker,Consumer,West,Office Supplies,Supplies,Stanley Hole Punch Deluxe,104.58,4.0,0.0,53.77
2615,US-2023-100585,28/05/2023,02-Jun-2023,Arjun Young,Consumer,Central,Furniture,Tables,Bretford Conference Table Deluxe,908.78,3.0,0.15,66.89
2616,US-2021-101396,11/24/2021,30/11/2021,Kavya Brown,Consumer,Central,Office Supplies,Storage,IRIS Storage Box Classic,81.61,1.0,0.0,33.94
2617,US-2023-100774,"August 19, 2023",08/21/2023,Hannah Martinez,Corporate,East,Office Supplies,Binders,GBC Binding System Classic,35.79,3.0,0.4,11.91
2618,US-2021-102915,31/12/2021,03-Jan-2022,Daniel Thomas,Home Office,Central,Office Supplies,Appliances,Honeywell Fan Standard,294.51,2.0,0.0,114.94
2619,US-2021-100047,27-Nov-2021,2021-12-01,Carlos Rodriguez,Corporate,Central,Office Supplies,Storage,Fellowes File Cart Standard,59.36,1.0,0.2,14.27
2620,US-2022-101662,24-Jun-2022,2022-06-28,Nina Young,Home Office,West,Office Supplies,Fasteners,ACCO Fasteners Deluxe,48.42,6.0,0.0,35.55
2621,US-2021-102475,03/20/2021,24/03/2021,James Patel,Consumer,Central,Office Supplies,Binders,Wilson Jones Binder Pro,28.32,2.0,0.1,16.0
2622,US-2022-102651,2022-02-08,"February 11, 2022",Amit Chen,Consumer,East,Technology,Phones,Apple iPhone Accessory Deluxe,120.61,1.0,0.4,-24.47
2623,US-2021-102672,"December 20, 2021",12/22/2021,Lucas Walker,Consumer,East,Technology,Phones,Cisco IP Phone Value,1050.65,3.0,0.1,266.33
2624,US-2024-103282,06/23/2024,26/06/2024,Daniel King,Corporate,South,Office Supplies,Paper,Xerox Multipurpose Paper Pro,8.05,1.0,0.2,4.46
2625,US-2023-100246,"January 10, 2023",01/14/2023,Mia King,Consumer,Central,Office Supplies,Binders,Wilson Jones Binder Standard,81.74,5.0,0.2,43.82
2626,US-2022-102928,09-Aug-2022,2022-08-13,Ananya Chen,Home Office,,Office Supplies,Labels,Sharpie Label Tape Deluxe,11.86,2.0,0.1,7.86
2627,US-2021-101135,06/12/2021,12-Dec-2021,Hannah Smith,Corporate,South,Furniture,Tables,Bevis Table Standard,614.8,2.0,0.1,103.48
2628,US-2024-103060,07-Aug-2024,2024-08-09,Isabella Young,Home Office,Central,Office Supplies,Art,Sharpie Marker Set Standard,88.12,5.0,0.0,47.14
2629,US-2023-100909,2023-08-23,"August 26, 2023",Kavya Nair,Consumer,Central,Furniture,Bookcases,Bush Classic Bookcase Deluxe,228.31,1.0,0.1,42.81
2630,US-2021-102375,2021-05-05,"May 08, 2021",Arjun Johnson,Home Office,East,Office Supplies,Supplies,Stanley Hole Punch Pro,88.05,3.0,0.0,49.05
2631,US-2023-100931,2023-01-24,"January 30, 2023",Omar Chen,Corporate,South,Office Supplies,Paper,HP Premium Paper Standard,2.4,1.0,0.8,-1.85
2632,US-2024-102512,02-Jul-2024,2024-07-05,Wei Johnson,Consumer,Central,Office Supplies,Art,Prismacolor Pencils Standard,79.83,4.0,0.0,48.36
2633,US-2021-100501,26/07/2021,31-Jul-2021,Omar Anderson,Corporate,Central,Office Supplies,Supplies,Elmer's Glue Pack Classic,90.1,5.0,0.1,45.39
2634,US-2023-100290,2023-07-20,"July 21, 2023",Grace Young,Corporate,Central,Office Supplies,Supplies,Elmer's Glue Pack Deluxe,16.92,1.0,0.0,9.5
2635,US-2021-100083,03/05/2021,08/03/2021,Emma Brown,Consumer,Central,Office Supplies,Storage,IRIS Storage Box Deluxe,111.5,1.0,0.0,44.46
2636,US-2023-102792,"August 02, 2023",08/06/2023,Sofia Martinez,Home Office,East,Office Supplies,Storage,SAFCO Storage Bin Value,240.02,3.0,0.4,12.61
2637,US-2022-101565,2022-03-22,"March 26, 2022",Olivia King,Consumer,West,Office Supplies,Appliances,Hoover Vacuum Classic,110.66,1.0,0.1,37.64
2638,US-2021-100823,19-Nov-2021,2021-11-22,Arjun Patel,Home Office,West,Office Supplies,Supplies,Stanley Hole Punch Deluxe,40.49,2.0,0.2,17.52
2639,US-2021-102635,2021-04-21,"April 26, 2021",Ananya Lee,Home Office,South,Furniture,Tables,Bevis Table Value,1498.97,4.0,0.0,337.86
2640,US-2023-103297,07/17/2023,21/07/2023,Priya Kumar,Consumer,East,Office Supplies,Appliances,Hoover Vacuum Value,182.94,2.0,0.2,42.2
2641,US-2024-101357,12/09/2024,14/12/2024,Mia Martinez,Corporate,South,Office Supplies,Paper,Boise Copy Paper Value,20.9,2.0,0.4,8.55
2642,US-2023-101631,26/02/2023,02-Mar-2023,Olivia Chen,Corporate,East,Office Supplies,Storage,SAFCO Storage Bin Value,96.02,1.0,0.2,31.52
2643,US-2024-100681,"November 15, 2024",11/18/2024,Sofia Johnson,Consumer,West,Office Supplies,Paper,HP Premium Paper Classic,18.74,2.0,0.0,11.65
2644,US-2022-101351,10-Jan-2022,2022-01-13,Ethan Martinez,Consumer,West,Technology,Copiers,Hewlett Packard Copier Pro,7273.22,3.0,0.0,1547.63
2645,US-2023-101936,01/01/2023,06/01/2023,Wei Smith,Corporate,East,Office Supplies,Appliances,Avanti Refrigerator Classic,211.38,2.0,0.0,84.27
2646,US-2021-101061,16-Jun-2021,2021-06-18,Ethan Nair,Consumer,South,Office Supplies,Fasteners,Bostitch Staples Value,3.6,2.0,0.6,0.48
2647,US-2024-101954,2024-06-10,"June 12, 2024",Kavya Chen,Consumer,East,Office Supplies,Binders,Wilson Jones Binder Pro,14.93,1.0,0.15,7.32
2648,US-2022-100323,2022-06-07,"June 11, 2022",Noah Thomas,Consumer,East,Office Supplies,Appliances,Honeywell Fan Pro,426.41,5.0,0.1,137.1
2649,US-2021-102374,19-Apr-2021,2021-04-24,Isabella Brown,Corporate,Central,Furniture,Chairs,Hon Task Chair Standard,561.15,4.0,0.1,128.26
2650,US-2022-101206,20/02/2022,26-Feb-2022,Ethan Davis,Consumer,Central,Office Supplies,Art,Newell Scissors Pro,31.32,2.0,0.1,17.59
2651,US-2021-100566,"April 04, 2021",04/10/2021,Laura Kumar,Consumer,East,Office Supplies,Fasteners,ACCO Fasteners Classic,16.72,5.0,0.15,10.48
2652,US-2021-101725,13/07/2021,16-Jul-2021,Maria Wright,Consumer,Central,Office Supplies,Fasteners,ACCO Fasteners Standard,4.89,1.0,0.0,3.32
2653,US-2022-101675,28/02/2022,05-Mar-2022,Mia Walker,Corporate,West,Furniture,Chairs,Hon Task Chair Value,277.84,4.0,0.3,5.68
2654,US-2021-100310,31-Aug-2021,2021-09-05,Sofia Young,Corporate,West,Furniture,Furnishings,Fellowes Wall Clock Deluxe,139.15,3.0,0.2,39.91
2655,US-2021-102067,21-Nov-2021,2021-11-25,Olivia Young,Corporate,Central,Furniture,Tables,Bretford Conference Table Deluxe,1097.8,3.0,0.1,170.44
2656,US-2023-101087,02/05/2023,05-May-2023,Amit Nair,Home Office,Central,Furniture,Furnishings,Tenex Chairmat Value,113.79,2.0,0.1,44.16
2657,US-2022-102229,10/11/2022,12-Nov-2022,Noah Anderson,Corporate,West,Office Supplies,Supplies,Stanley Hole Punch Standard,19.57,1.0,0.4,4.07
2658,US-2024-102987,03-Mar-2024,2024-03-07,Noah Rodriguez,Corporate,Central,Technology,Copiers,Canon imageCLASS Copier Value,5115.35,3.0,0.0,898.19
2659,US-2024-102701,"October 26, 2024",10/31/2024,Olivia Martinez,Home Office,East,Furniture,Furnishings,Eldon Desk Lamp Pro,335.46,5.0,0.0,144.53
2660,US-2023-101816,"April 21, 2023",04/23/2023,Noah Smith,Consumer,West,Technology,Machines,Cubify 3D Printer Value,588.46,2.0,0.1,86.02
2661,US-2023-100952,19-May-2023,2023-05-21,Carlos Clark,Home Office,South,Office Supplies,Binders,Wilson Jones Binder Value,85.25,5.0,0.15,46.0
2662,US-2021-101338,"June 20, 2021",06/23/2021,Arjun Clark,Consumer,Central,Office Supplies,Binders,Wilson Jones Binder Deluxe,87.22,4.0,0.0,53.26
2663,US-2021-100377,02/04/2021,06-Apr-2021,Omar Patel,Consumer,West,Office Supplies,Binders,Wilson Jones Binder Deluxe,19.57,1.0,0.15,11.05
2664,US-2023-103249,11/26/2023,01/12/2023,Amit Rodriguez,Consumer,Central,Technology,Accessories,SanDisk USB Drive Value,38.32,1.0,0.4,2.95
2665,US-2022-100575,09-Aug-2022,2022-08-11,Laura Clark,Consumer,West,Office Supplies,Storage,IRIS Storage Box Standard,124.5,2.0,0.2,32.65
2666,US-2024-102860,09/24/2024,27/09/2024,Nina Clark,Consumer,Central,Office Supplies,Fasteners,Bostitch Staples Pro,5.37,1.0,0.15,3.6
2667,US-2022-101996,24-Jul-2022,2022-07-26,Zoe Brown,Home Office,South,Office Supplies,Fasteners,Bostitch Staples Value,15.28,3.0,0.0,10.9
2668,US-2022-101002,"December 16, 2022",12/19/2022,Omar King,Consumer,Central,Furniture,Furnishings,Eldon Desk Lamp Classic,97.59,3.0,0.0,39.87
2669,US-2024-101345,"April 20, 2024",04/26/2024,Zoe Nair,Corporate,South,Office Supplies,Appliances,Avanti Refrigerator Pro,366.61,2.0,0.1,126.02
2670,US-2022-102246,12-May-2022,2022-05-16,Sofia Wright,Home Office,East,Office Supplies,Fasteners,ACCO Fasteners Pro,3.44,1.0,0.5,1.15
2671,US-2022-103019,21-Jun-2022,2022-06-26,Laura Thomas,Home Office,West,Office Supplies,Storage,IRIS Storage Box Standard,74.24,1.0,0.0,33.38
2672,US-2022-101783,2022-10-16,"October 17, 2022",Liam King,Consumer,East,Furniture,Bookcases,Bush Classic Bookcase Classic,462.89,2.0,0.2,51.86
2673,US-2022-100092,2022-07-04,"July 10, 2022",Mateo Davis,Corporate,Central,Technology,Phones,Samsung Galaxy Dock Classic,1008.36,4.0,0.0,309.03
2674,US-2021-101372,2021-04-17,"April 21, 2021",Yusuf Thomas,Consumer,East,Office Supplies,Art,Prismacolor Pencils Standard,23.81,2.0,0.4,7.53
2675,US-2024-101895,"August 25, 2024",08/29/2024,Grace Lee,Consumer,East,Office Supplies,Labels,Avery Label Set Deluxe,5.9,2.0,0.7,-0.55
2676,US-2022-102819,10-Apr-2022,2022-04-13,Hannah Wright,Home Office,West,Furniture,Chairs,Harbour Creations Chair Value,427.74,3.0,0.3,6.66
2677,US-2021-100651,13/06/2021,16-Jun-2021,,Home Office,East,Office Supplies,Art,Sharpie Marker Set Value,19.98,3.0,0.3,7.59
2678,US-2023-102013,"March 07, 2023",03/10/2023,Arjun Kumar,Corporate,Central,Office Supplies,Envelopes,Poly String Envelope Standard,11.78,3.0,0.7,-2.87
2679,US-2021-101388,04/09/2021,10-Sep-2021,Maria King,Consumer,Central,Technology,Phones,Apple iPhone Accessory Value,552.13,2.0,0.2,58.27
2680,US-2023-102865,05/24/2023,26/05/2023,Daniel Kumar,Consumer,Central,Office Supplies,Fasteners,Bostitch Staples Standard,7.06,1.0,0.2,4.69
2681,US-2021-100166,"June 15, 2021",06/19/2021,Mateo Wright,Corporate,Central,Office Supplies,Supplies,Elmer's Glue Pack Classic,42.22,2.0,0.0,23.38
2682,US-2023-100552,2023-09-17,"September 18, 2023",Kenji Nair,Consumer,West,Furniture,Bookcases,Bush Classic Bookcase Classic,962.14,4.0,0.2,90.49
2683,US-2024-101928,14/04/2024,17-Apr-2024,Yusuf Garcia,Corporate,West,Office Supplies,Envelopes,Kraft Clasp Envelope Standard,5.54,1.0,0.3,2.75
2684,US-2023-102631,2023-06-27,"July 01, 2023",Mateo Young,Home Office,South,Office Supplies,Storage,IRIS Storage Box Classic,147.58,2.0,0.0,62.34
2685,US-2021-102090,2021-09-11,"September 15, 2021",Maria Thomas,Consumer,East,Office Supplies,Binders,GBC Binding System Classic,16.21,1.0,0.2,7.18
2686,US-2024-101726,07/11/2024,15/07/2024,James Brown,Corporate,Central,Office Supplies,Envelopes,Kraft Clasp Envelope Classic,35.96,3.0,0.2,18.36
2687,US-2023-103062,06/27/2023,03/07/2023,Grace Martinez,Consumer,West,Furniture,Chairs,Harbour Creations Chair Deluxe,566.15,5.0,0.4,-107.26
2688,US-2022-102520,03/21/2022,22/03/2022,Kenji King,Consumer,Central,Office Supplies,Binders,Acco Binder Pro,16.4,1.0,0.3,7.24
2689,US-2022-101802,04/06/2022,10/04/2022,James Thomas,Home Office,East,Technology,Machines,Cubify 3D Printer Value,3641.47,4.0,0.0,898.26
2690,US-2021-103314,2021-11-20,"November 24, 2021",James Brown,Consumer,East,Office Supplies,Supplies,Stanley Hole Punch Standard,10.28,1.0,0.1,5.14
